0material_id,material_name,category,route,recycling_rate,energy_MJ_per_kg,carbon_kgCO2_per_kg,scrap_recovery_rate,mci,transport_km,renewable_share
al_3003_primary,Aluminium 3003,Aluminium,primary,0.05,214.11,11.92,0.8,0.04,268,0.51
al_3003_primary,Aluminium 3003,Aluminium,primary,0.07,188.5,11.24,0.71,0.05,735,0.4
al_3003_primary,Aluminium 3003,Aluminium,primary,0.04,203.99,11.0,0.78,0.03,499,0.6
al_3003_primary,Aluminium 3003,Aluminium,primary,0.15,219.82,12.83,0.71,0.1,244,0.36
al_3003_primary,Aluminium 3003,Aluminium,primary,0.12,194.08,11.6,0.72,0.09,702,0.51
al_3003_primary,Aluminium 3003,Aluminium,primary,0.02,205.36,10.52,0.7,0.02,233,0.45
al_3003_primary,Aluminium 3003,Aluminium,primary,0.14,180.74,10.46,0.8,0.11,952,0.6
al_3003_primary,Aluminium 3003,Aluminium,primary,0.04,202.45,12.05,0.79,0.04,389,0.42
al_3003_primary,Aluminium 3003,Aluminium,primary,0.06,188.84,10.02,0.76,0.05,300,0.17
al_3003_primary,Aluminium 3003,Aluminium,primary,0.13,195.51,10.62,0.78,0.1,317,0.28
al_3003_primary,Aluminium 3003,Aluminium,primary,0.12,205.42,11.8,0.78,0.09,889,0.18
al_3003_primary,Aluminium 3003,Aluminium,primary,0.08,183.55,9.25,0.76,0.06,500,0.46
al_3003_primary,Aluminium 3003,Aluminium,primary,0.12,215.01,11.69,0.78,0.09,939,0.52
al_3003_primary,Aluminium 3003,Aluminium,primary,0.07,210.07,12.32,0.71,0.05,334,0.3
al_3003_primary,Aluminium 3003,Aluminium,primary,0.13,184.43,10.17,0.7,0.09,746,0.38
al_3003_primary,Aluminium 3003,Aluminium,primary,0.09,183.03,10.07,0.7,0.06,856,0.4
al_3003_primary,Aluminium 3003,Aluminium,primary,0.12,214.52,10.79,0.76,0.09,773,0.56
al_3003_primary,Aluminium 3003,Aluminium,primary,0.14,187.69,10.97,0.75,0.11,556,0.21
al_3003_primary,Aluminium 3003,Aluminium,primary,0.08,217.28,11.26,0.75,0.06,267,0.39
al_3003_primary,Aluminium 3003,Aluminium,primary,0.15,204.03,10.53,0.74,0.11,731,0.19
al_3003_primary,Aluminium 3003,Aluminium,primary,0.04,197.22,10.91,0.75,0.03,778,0.18
al_3003_primary,Aluminium 3003,Aluminium,primary,0.12,182.63,10.77,0.74,0.09,405,0.38
al_3003_primary,Aluminium 3003,Aluminium,primary,0.12,204.1,11.51,0.73,0.09,830,0.57
al_3003_primary,Aluminium 3003,Aluminium,primary,0.03,206.87,10.98,0.73,0.02,894,0.21
al_3003_primary,Aluminium 3003,Aluminium,primary,0.08,197.26,11.13,0.72,0.06,518,0.43
al_3003_primary,Aluminium 3003,Aluminium,primary,0.09,202.67,11.96,0.73,0.06,744,0.35
al_3003_primary,Aluminium 3003,Aluminium,primary,0.14,186.04,10.41,0.8,0.11,240,0.26
al_3003_primary,Aluminium 3003,Aluminium,primary,0.11,187.21,11.01,0.75,0.09,762,0.19
al_3003_primary,Aluminium 3003,Aluminium,primary,0.1,203.86,11.91,0.75,0.07,940,0.19
al_3003_primary,Aluminium 3003,Aluminium,primary,0.14,189.37,10.47,0.78,0.11,275,0.25
al_3003_primary,Aluminium 3003,Aluminium,primary,0.02,186.88,10.72,0.76,0.02,629,0.37
al_3003_primary,Aluminium 3003,Aluminium,primary,0.14,191.17,9.68,0.74,0.1,382,0.54
al_3003_primary,Aluminium 3003,Aluminium,primary,0.1,186.2,10.79,0.74,0.07,792,0.53
al_3003_primary,Aluminium 3003,Aluminium,primary,0.07,189.07,11.16,0.71,0.05,829,0.39
al_3003_primary,Aluminium 3003,Aluminium,primary,0.14,205.52,12.08,0.73,0.1,984,0.58
al_3003_primary,Aluminium 3003,Aluminium,primary,0.1,213.95,11.27,0.79,0.08,810,0.5
al_3003_primary,Aluminium 3003,Aluminium,primary,0.11,199.02,11.25,0.71,0.08,952,0.52
al_3003_primary,Aluminium 3003,Aluminium,primary,0.03,198.27,11.55,0.77,0.02,710,0.54
al_3003_primary,Aluminium 3003,Aluminium,primary,0.11,197.24,10.88,0.76,0.08,556,0.54
al_3003_primary,Aluminium 3003,Aluminium,primary,0.05,204.86,12.27,0.79,0.04,457,0.32
al_3003_primary,Aluminium 3003,Aluminium,primary,0.09,210.76,12.42,0.73,0.07,294,0.26
al_3003_primary,Aluminium 3003,Aluminium,primary,0.13,218.97,11.39,0.73,0.1,916,0.25
al_3003_primary,Aluminium 3003,Aluminium,primary,0.11,215.94,12.77,0.79,0.09,427,0.36
al_3003_primary,Aluminium 3003,Aluminium,primary,0.07,219.04,11.18,0.73,0.05,459,0.59
al_3003_primary,Aluminium 3003,Aluminium,primary,0.13,214.28,11.97,0.75,0.1,864,0.44
al_3003_primary,Aluminium 3003,Aluminium,primary,0.02,195.13,10.68,0.78,0.02,407,0.35
al_3003_primary,Aluminium 3003,Aluminium,primary,0.1,201.83,11.44,0.8,0.08,720,0.42
al_3003_primary,Aluminium 3003,Aluminium,primary,0.06,217.03,10.86,0.75,0.04,603,0.38
al_3003_primary,Aluminium 3003,Aluminium,primary,0.15,208.4,10.82,0.75,0.11,704,0.23
al_3003_primary,Aluminium 3003,Aluminium,primary,0.02,215.29,11.59,0.77,0.02,952,0.56
al_3003_primary,Aluminium 3003,Aluminium,primary,0.09,188.08,10.5,0.76,0.07,651,0.37
al_3003_primary,Aluminium 3003,Aluminium,primary,0.06,180.03,9.41,0.8,0.05,660,0.41
al_3003_primary,Aluminium 3003,Aluminium,primary,0.14,216.26,12.2,0.75,0.1,460,0.43
al_3003_primary,Aluminium 3003,Aluminium,primary,0.09,215.49,12.59,0.78,0.07,776,0.58
al_3003_primary,Aluminium 3003,Aluminium,primary,0.07,198.09,10.8,0.73,0.05,853,0.24
al_3003_primary,Aluminium 3003,Aluminium,primary,0.03,188.78,9.66,0.79,0.02,868,0.42
al_3003_primary,Aluminium 3003,Aluminium,primary,0.1,205.11,11.11,0.76,0.08,209,0.47
al_3003_primary,Aluminium 3003,Aluminium,primary,0.07,200.73,10.29,0.76,0.05,299,0.42
al_3003_primary,Aluminium 3003,Aluminium,primary,0.13,180.63,9.17,0.75,0.09,221,0.58
al_3003_primary,Aluminium 3003,Aluminium,primary,0.15,195.67,11.48,0.72,0.11,870,0.54
al_3003_primary,Aluminium 3003,Aluminium,primary,0.1,199.96,10.95,0.79,0.08,667,0.26
al_3003_primary,Aluminium 3003,Aluminium,primary,0.06,201.56,10.25,0.75,0.05,713,0.35
al_3003_primary,Aluminium 3003,Aluminium,primary,0.13,205.98,11.74,0.8,0.11,596,0.33
al_3003_primary,Aluminium 3003,Aluminium,primary,0.12,182.44,10.44,0.79,0.1,411,0.22
al_3003_primary,Aluminium 3003,Aluminium,primary,0.05,180.52,10.35,0.8,0.04,339,0.35
al_3003_primary,Aluminium 3003,Aluminium,primary,0.09,187.35,9.62,0.77,0.07,714,0.28
al_3003_primary,Aluminium 3003,Aluminium,primary,0.12,194.23,11.45,0.7,0.09,866,0.52
al_3003_primary,Aluminium 3003,Aluminium,primary,0.04,209.65,11.76,0.79,0.03,424,0.17
al_3003_primary,Aluminium 3003,Aluminium,primary,0.13,187.51,10.65,0.75,0.09,889,0.24
al_3003_primary,Aluminium 3003,Aluminium,primary,0.12,212.21,11.48,0.73,0.09,584,0.35
al_3003_primary,Aluminium 3003,Aluminium,primary,0.15,190.32,9.98,0.72,0.1,756,0.28
al_3003_primary,Aluminium 3003,Aluminium,primary,0.03,205.29,11.82,0.73,0.02,976,0.45
al_3003_primary,Aluminium 3003,Aluminium,primary,0.15,206.89,12.06,0.71,0.11,792,0.2
al_3003_primary,Aluminium 3003,Aluminium,primary,0.04,214.78,12.46,0.79,0.03,619,0.18
al_3003_primary,Aluminium 3003,Aluminium,primary,0.09,201.2,12.04,0.71,0.06,735,0.36
al_3003_primary,Aluminium 3003,Aluminium,primary,0.08,215.03,12.04,0.78,0.06,523,0.15
al_3003_primary,Aluminium 3003,Aluminium,primary,0.06,181.3,10.06,0.78,0.04,293,0.3
al_3003_primary,Aluminium 3003,Aluminium,primary,0.02,204.17,11.84,0.72,0.02,930,0.44
al_3003_primary,Aluminium 3003,Aluminium,primary,0.08,188.44,10.09,0.76,0.06,537,0.45
al_3003_primary,Aluminium 3003,Aluminium,primary,0.11,193.53,10.82,0.73,0.08,812,0.47
al_3003_primary,Aluminium 3003,Aluminium,primary,0.05,200.16,11.55,0.74,0.04,338,0.52
al_3003_primary,Aluminium 3003,Aluminium,primary,0.06,188.99,10.12,0.77,0.05,902,0.36
al_3003_primary,Aluminium 3003,Aluminium,primary,0.1,197.84,11.21,0.72,0.07,625,0.34
al_3003_primary,Aluminium 3003,Aluminium,primary,0.11,186.69,10.0,0.77,0.08,495,0.55
al_3003_primary,Aluminium 3003,Aluminium,primary,0.12,196.4,10.7,0.7,0.08,778,0.55
al_3003_primary,Aluminium 3003,Aluminium,primary,0.11,208.69,11.44,0.72,0.08,667,0.51
al_3003_primary,Aluminium 3003,Aluminium,primary,0.03,184.46,10.61,0.73,0.02,545,0.46
al_3003_primary,Aluminium 3003,Aluminium,primary,0.14,201.54,12.07,0.78,0.11,820,0.33
al_3003_primary,Aluminium 3003,Aluminium,primary,0.13,219.88,11.14,0.8,0.11,541,0.29
al_3003_primary,Aluminium 3003,Aluminium,primary,0.1,208.3,12.18,0.77,0.08,635,0.37
al_3003_primary,Aluminium 3003,Aluminium,primary,0.1,189.96,10.72,0.71,0.07,983,0.35
al_3003_primary,Aluminium 3003,Aluminium,primary,0.12,183.33,10.64,0.79,0.09,667,0.25
al_3003_primary,Aluminium 3003,Aluminium,primary,0.07,183.74,10.33,0.76,0.05,698,0.3
al_3003_primary,Aluminium 3003,Aluminium,primary,0.04,193.5,11.3,0.77,0.03,853,0.37
al_3003_primary,Aluminium 3003,Aluminium,primary,0.15,209.68,11.57,0.7,0.1,849,0.52
al_3003_primary,Aluminium 3003,Aluminium,primary,0.05,199.56,10.92,0.75,0.04,695,0.48
al_3003_primary,Aluminium 3003,Aluminium,primary,0.15,194.25,9.78,0.8,0.12,275,0.18
al_3003_primary,Aluminium 3003,Aluminium,primary,0.11,181.69,10.54,0.78,0.08,490,0.33
al_3003_primary,Aluminium 3003,Aluminium,primary,0.06,188.24,9.76,0.8,0.05,970,0.42
al_3003_primary,Aluminium 3003,Aluminium,primary,0.12,213.89,12.57,0.79,0.1,400,0.23
al_3003_primary,Aluminium 3003,Aluminium,primary,0.06,203.49,11.35,0.78,0.05,527,0.34
al_3003_primary,Aluminium 3003,Aluminium,primary,0.08,182.15,9.79,0.75,0.06,354,0.17
al_3003_primary,Aluminium 3003,Aluminium,primary,0.07,206.3,10.45,0.75,0.05,805,0.24
al_3003_primary,Aluminium 3003,Aluminium,primary,0.11,199.31,11.72,0.74,0.08,630,0.25
al_3003_primary,Aluminium 3003,Aluminium,primary,0.11,188.35,10.34,0.71,0.08,475,0.23
al_3003_primary,Aluminium 3003,Aluminium,primary,0.14,199.81,10.74,0.74,0.11,404,0.22
al_3003_primary,Aluminium 3003,Aluminium,primary,0.14,214.67,11.71,0.75,0.11,294,0.25
al_3003_primary,Aluminium 3003,Aluminium,primary,0.07,180.88,10.29,0.78,0.06,620,0.43
al_3003_primary,Aluminium 3003,Aluminium,primary,0.07,206.88,12.23,0.75,0.05,287,0.59
al_3003_primary,Aluminium 3003,Aluminium,primary,0.1,213.75,10.7,0.78,0.08,301,0.18
al_3003_primary,Aluminium 3003,Aluminium,primary,0.11,212.8,12.69,0.72,0.08,681,0.36
al_3003_primary,Aluminium 3003,Aluminium,primary,0.06,206.33,10.45,0.73,0.04,345,0.49
al_3003_primary,Aluminium 3003,Aluminium,primary,0.1,212.19,11.17,0.71,0.07,897,0.58
al_3003_primary,Aluminium 3003,Aluminium,primary,0.1,206.87,10.51,0.76,0.07,343,0.21
al_3003_primary,Aluminium 3003,Aluminium,primary,0.13,218.6,12.49,0.71,0.09,799,0.16
al_3003_primary,Aluminium 3003,Aluminium,primary,0.07,192.88,11.27,0.79,0.05,893,0.51
al_3003_primary,Aluminium 3003,Aluminium,primary,0.06,218.31,13.05,0.7,0.04,942,0.48
al_3003_primary,Aluminium 3003,Aluminium,primary,0.03,189.03,11.12,0.73,0.02,927,0.41
al_3003_primary,Aluminium 3003,Aluminium,primary,0.06,183.04,10.68,0.79,0.05,725,0.44
al_3003_primary,Aluminium 3003,Aluminium,primary,0.06,183.26,10.01,0.72,0.04,233,0.56
al_3003_primary,Aluminium 3003,Aluminium,primary,0.11,187.43,10.48,0.71,0.08,488,0.26
al_3003_primary,Aluminium 3003,Aluminium,primary,0.14,184.54,10.2,0.72,0.1,672,0.41
al_3003_primary,Aluminium 3003,Aluminium,primary,0.12,211.3,12.61,0.71,0.08,211,0.15
al_3003_primary,Aluminium 3003,Aluminium,primary,0.11,201.39,11.45,0.75,0.08,462,0.39
al_3003_primary,Aluminium 3003,Aluminium,primary,0.08,186.04,10.95,0.76,0.06,283,0.4
al_3003_primary,Aluminium 3003,Aluminium,primary,0.03,216.26,11.58,0.78,0.02,267,0.45
al_3003_primary,Aluminium 3003,Aluminium,primary,0.1,184.95,10.7,0.71,0.07,672,0.42
al_3003_primary,Aluminium 3003,Aluminium,primary,0.07,214.88,11.14,0.75,0.05,567,0.25
al_3003_primary,Aluminium 3003,Aluminium,primary,0.03,209.83,11.93,0.7,0.02,658,0.43
al_3003_primary,Aluminium 3003,Aluminium,primary,0.04,191.08,10.64,0.71,0.03,667,0.54
al_3003_primary,Aluminium 3003,Aluminium,primary,0.13,219.42,11.43,0.74,0.1,529,0.47
al_3003_primary,Aluminium 3003,Aluminium,primary,0.06,201.83,11.13,0.78,0.05,731,0.4
al_3003_primary,Aluminium 3003,Aluminium,primary,0.05,213.83,11.46,0.72,0.03,923,0.6
al_3003_primary,Aluminium 3003,Aluminium,primary,0.12,207.79,11.88,0.76,0.09,985,0.51
al_3003_primary,Aluminium 3003,Aluminium,primary,0.06,212.85,10.69,0.73,0.04,694,0.31
al_3003_primary,Aluminium 3003,Aluminium,primary,0.09,183.74,9.52,0.74,0.07,987,0.2
al_3003_primary,Aluminium 3003,Aluminium,primary,0.08,201.9,11.93,0.72,0.05,751,0.49
al_3003_primary,Aluminium 3003,Aluminium,primary,0.04,199.01,9.96,0.78,0.03,278,0.24
al_3003_primary,Aluminium 3003,Aluminium,primary,0.07,195.77,10.29,0.75,0.05,937,0.27
al_3003_primary,Aluminium 3003,Aluminium,primary,0.12,200.44,11.45,0.74,0.09,488,0.19
al_3003_primary,Aluminium 3003,Aluminium,primary,0.15,187.93,9.88,0.73,0.11,233,0.5
al_3003_primary,Aluminium 3003,Aluminium,primary,0.06,209.33,11.81,0.73,0.05,482,0.37
al_3003_primary,Aluminium 3003,Aluminium,primary,0.02,218.78,11.17,0.7,0.02,893,0.44
al_3003_primary,Aluminium 3003,Aluminium,primary,0.05,218.93,13.03,0.74,0.03,818,0.29
al_3003_primary,Aluminium 3003,Aluminium,primary,0.14,213.0,11.35,0.75,0.1,838,0.35
al_3003_primary,Aluminium 3003,Aluminium,primary,0.06,194.18,11.48,0.79,0.05,701,0.19
al_3003_primary,Aluminium 3003,Aluminium,primary,0.09,214.11,12.14,0.79,0.07,313,0.42
al_3003_primary,Aluminium 3003,Aluminium,primary,0.14,197.03,10.79,0.71,0.1,363,0.33
al_3003_primary,Aluminium 3003,Aluminium,primary,0.09,198.9,11.25,0.75,0.07,992,0.37
al_3003_primary,Aluminium 3003,Aluminium,primary,0.04,203.85,10.59,0.77,0.03,744,0.48
al_3003_primary,Aluminium 3003,Aluminium,primary,0.07,202.14,11.04,0.79,0.05,595,0.23
al_3003_primary,Aluminium 3003,Aluminium,primary,0.03,206.81,12.02,0.74,0.02,624,0.17
al_3003_primary,Aluminium 3003,Aluminium,primary,0.06,213.51,10.83,0.71,0.04,759,0.19
al_3003_primary,Aluminium 3003,Aluminium,primary,0.02,202.62,11.01,0.7,0.01,500,0.34
al_3003_primary,Aluminium 3003,Aluminium,primary,0.12,211.68,12.45,0.71,0.09,653,0.45
al_3003_primary,Aluminium 3003,Aluminium,primary,0.09,204.69,12.18,0.71,0.06,593,0.29
al_3003_primary,Aluminium 3003,Aluminium,primary,0.14,206.44,11.16,0.8,0.11,803,0.21
al_3003_primary,Aluminium 3003,Aluminium,primary,0.1,206.23,10.38,0.7,0.07,430,0.39
al_3003_primary,Aluminium 3003,Aluminium,primary,0.05,183.28,10.68,0.75,0.04,573,0.56
al_3003_primary,Aluminium 3003,Aluminium,primary,0.09,199.14,11.65,0.74,0.06,924,0.37
al_3003_primary,Aluminium 3003,Aluminium,primary,0.1,180.3,9.21,0.77,0.07,401,0.52
al_3003_primary,Aluminium 3003,Aluminium,primary,0.12,198.19,11.15,0.77,0.09,624,0.17
al_3003_primary,Aluminium 3003,Aluminium,primary,0.11,182.94,10.14,0.72,0.08,553,0.4
al_3003_primary,Aluminium 3003,Aluminium,primary,0.12,212.03,10.84,0.74,0.09,950,0.29
al_3003_primary,Aluminium 3003,Aluminium,primary,0.04,194.67,10.84,0.73,0.03,753,0.17
al_3003_primary,Aluminium 3003,Aluminium,primary,0.08,213.52,11.13,0.73,0.06,408,0.49
al_3003_primary,Aluminium 3003,Aluminium,primary,0.11,181.63,10.34,0.78,0.09,324,0.19
al_3003_primary,Aluminium 3003,Aluminium,primary,0.07,185.02,10.91,0.71,0.05,385,0.33
al_3003_primary,Aluminium 3003,Aluminium,primary,0.06,208.57,11.57,0.73,0.04,484,0.48
al_3003_primary,Aluminium 3003,Aluminium,primary,0.05,196.29,10.15,0.78,0.04,393,0.21
al_3003_primary,Aluminium 3003,Aluminium,primary,0.09,204.27,10.26,0.77,0.07,308,0.22
al_3003_primary,Aluminium 3003,Aluminium,primary,0.12,199.97,10.13,0.73,0.09,576,0.6
al_3003_primary,Aluminium 3003,Aluminium,primary,0.11,209.25,12.21,0.74,0.08,928,0.44
al_3003_primary,Aluminium 3003,Aluminium,primary,0.11,183.95,11.03,0.74,0.08,897,0.23
al_3003_primary,Aluminium 3003,Aluminium,primary,0.1,214.61,12.72,0.76,0.07,641,0.39
al_3003_primary,Aluminium 3003,Aluminium,primary,0.09,183.58,9.3,0.72,0.06,914,0.52
al_3003_primary,Aluminium 3003,Aluminium,primary,0.04,219.71,11.35,0.78,0.03,971,0.56
al_3003_primary,Aluminium 3003,Aluminium,primary,0.05,206.61,10.37,0.73,0.04,988,0.47
al_3003_primary,Aluminium 3003,Aluminium,primary,0.12,203.5,10.58,0.79,0.1,896,0.57
al_3003_primary,Aluminium 3003,Aluminium,primary,0.14,186.51,10.32,0.8,0.11,798,0.56
al_3003_primary,Aluminium 3003,Aluminium,primary,0.12,187.36,11.12,0.8,0.09,292,0.57
al_3003_primary,Aluminium 3003,Aluminium,primary,0.06,197.68,11.81,0.71,0.04,686,0.24
al_3003_primary,Aluminium 3003,Aluminium,primary,0.04,211.86,11.55,0.75,0.03,369,0.46
al_3003_primary,Aluminium 3003,Aluminium,primary,0.07,207.32,11.77,0.78,0.06,685,0.47
al_3003_primary,Aluminium 3003,Aluminium,primary,0.08,181.12,9.86,0.74,0.06,351,0.19
al_3003_primary,Aluminium 3003,Aluminium,primary,0.09,209.94,11.2,0.72,0.07,489,0.26
al_3003_primary,Aluminium 3003,Aluminium,primary,0.09,188.63,9.76,0.71,0.07,507,0.57
al_3003_primary,Aluminium 3003,Aluminium,primary,0.13,192.44,11.5,0.78,0.1,525,0.28
al_3003_primary,Aluminium 3003,Aluminium,primary,0.15,202.88,11.44,0.72,0.11,771,0.35
al_3003_primary,Aluminium 3003,Aluminium,primary,0.13,184.06,10.7,0.77,0.1,987,0.51
al_3003_primary,Aluminium 3003,Aluminium,primary,0.1,196.87,11.06,0.79,0.08,849,0.59
al_3003_primary,Aluminium 3003,Aluminium,primary,0.04,184.69,10.22,0.73,0.03,329,0.58
al_3003_primary,Aluminium 3003,Aluminium,primary,0.12,190.51,11.22,0.71,0.08,637,0.17
al_3003_primary,Aluminium 3003,Aluminium,primary,0.11,190.81,9.59,0.76,0.08,915,0.2
al_3003_primary,Aluminium 3003,Aluminium,primary,0.07,185.7,11.14,0.77,0.05,431,0.46
al_3003_primary,Aluminium 3003,Aluminium,primary,0.14,212.77,12.01,0.7,0.1,637,0.58
al_3003_primary,Aluminium 3003,Aluminium,primary,0.09,198.65,10.92,0.73,0.07,551,0.26
al_3003_primary,Aluminium 3003,Aluminium,primary,0.06,194.39,10.09,0.79,0.04,954,0.16
al_3003_primary,Aluminium 3003,Aluminium,primary,0.12,199.85,10.63,0.7,0.09,704,0.56
al_3003_primary,Aluminium 3003,Aluminium,primary,0.1,187.06,10.2,0.74,0.08,469,0.36
al_3003_primary,Aluminium 3003,Aluminium,primary,0.15,212.73,10.69,0.78,0.12,484,0.19
al_3003_primary,Aluminium 3003,Aluminium,primary,0.15,186.02,10.0,0.71,0.1,800,0.36
al_3003_primary,Aluminium 3003,Aluminium,primary,0.11,201.48,10.93,0.76,0.08,992,0.43
al_3003_primary,Aluminium 3003,Aluminium,primary,0.03,207.98,11.12,0.79,0.03,692,0.48
al_3003_primary,Aluminium 3003,Aluminium,primary,0.14,203.9,11.5,0.77,0.11,488,0.38
al_3003_primary,Aluminium 3003,Aluminium,primary,0.06,219.94,12.16,0.77,0.04,636,0.41
al_3003_primary,Aluminium 3003,Aluminium,primary,0.15,181.16,9.93,0.79,0.12,903,0.48
al_3003_primary,Aluminium 3003,Aluminium,primary,0.05,200.67,10.94,0.78,0.04,289,0.25
al_3003_primary,Aluminium 3003,Aluminium,primary,0.1,201.36,11.64,0.74,0.07,315,0.56
al_3003_primary,Aluminium 3003,Aluminium,primary,0.02,216.03,10.94,0.77,0.02,970,0.4
al_3003_primary,Aluminium 3003,Aluminium,primary,0.09,187.01,10.7,0.7,0.06,411,0.54
al_3003_primary,Aluminium 3003,Aluminium,primary,0.06,218.35,12.81,0.72,0.04,414,0.16
al_3003_primary,Aluminium 3003,Aluminium,primary,0.13,192.54,11.17,0.74,0.09,980,0.38
al_3003_primary,Aluminium 3003,Aluminium,primary,0.06,183.61,10.29,0.78,0.04,655,0.17
al_3003_primary,Aluminium 3003,Aluminium,primary,0.04,186.05,10.28,0.72,0.03,433,0.41
al_3003_primary,Aluminium 3003,Aluminium,primary,0.04,183.27,10.74,0.73,0.03,247,0.2
al_3003_primary,Aluminium 3003,Aluminium,primary,0.07,215.19,10.9,0.78,0.06,842,0.23
al_3003_primary,Aluminium 3003,Aluminium,primary,0.1,206.12,12.12,0.75,0.08,325,0.23
al_3003_primary,Aluminium 3003,Aluminium,primary,0.12,183.18,10.5,0.7,0.08,918,0.44
al_3003_primary,Aluminium 3003,Aluminium,primary,0.06,193.72,11.43,0.71,0.04,296,0.58
al_3003_primary,Aluminium 3003,Aluminium,primary,0.08,210.42,12.1,0.76,0.06,319,0.24
al_3003_primary,Aluminium 3003,Aluminium,primary,0.14,210.53,11.24,0.76,0.11,959,0.47
al_3003_primary,Aluminium 3003,Aluminium,primary,0.04,200.57,11.23,0.8,0.03,918,0.52
al_3003_primary,Aluminium 3003,Aluminium,primary,0.07,194.0,10.96,0.74,0.05,705,0.17
al_3003_primary,Aluminium 3003,Aluminium,primary,0.12,218.16,11.95,0.78,0.1,218,0.39
al_3003_primary,Aluminium 3003,Aluminium,primary,0.04,212.55,10.86,0.77,0.03,289,0.31
al_3003_primary,Aluminium 3003,Aluminium,primary,0.12,195.04,10.91,0.75,0.09,561,0.47
al_3003_primary,Aluminium 3003,Aluminium,primary,0.03,207.76,12.05,0.72,0.02,606,0.57
al_3003_primary,Aluminium 3003,Aluminium,primary,0.03,200.24,10.69,0.77,0.02,429,0.23
al_3003_primary,Aluminium 3003,Aluminium,primary,0.06,204.45,12.05,0.77,0.05,540,0.26
al_3003_primary,Aluminium 3003,Aluminium,primary,0.1,180.74,10.42,0.74,0.07,771,0.2
al_3003_primary,Aluminium 3003,Aluminium,primary,0.04,187.77,10.56,0.73,0.03,300,0.51
al_3003_primary,Aluminium 3003,Aluminium,primary,0.09,211.34,12.27,0.78,0.07,959,0.17
al_3003_primary,Aluminium 3003,Aluminium,primary,0.11,189.0,10.0,0.77,0.09,652,0.23
al_3003_primary,Aluminium 3003,Aluminium,primary,0.05,187.17,11.06,0.72,0.04,597,0.54
al_3003_primary,Aluminium 3003,Aluminium,primary,0.02,199.39,11.25,0.7,0.02,301,0.5
al_3003_primary,Aluminium 3003,Aluminium,primary,0.07,195.66,10.9,0.72,0.05,377,0.45
al_3003_primary,Aluminium 3003,Aluminium,primary,0.1,186.64,9.63,0.72,0.08,214,0.37
al_3003_primary,Aluminium 3003,Aluminium,primary,0.09,219.69,11.88,0.75,0.07,899,0.38
al_3003_primary,Aluminium 3003,Aluminium,primary,0.02,207.19,12.09,0.77,0.02,438,0.39
al_3003_primary,Aluminium 3003,Aluminium,primary,0.11,213.88,12.62,0.71,0.08,650,0.23
al_3003_primary,Aluminium 3003,Aluminium,primary,0.14,202.39,10.5,0.75,0.11,621,0.32
al_3003_primary,Aluminium 3003,Aluminium,primary,0.11,199.38,11.16,0.72,0.08,737,0.37
al_3003_primary,Aluminium 3003,Aluminium,primary,0.14,192.69,9.97,0.75,0.1,530,0.59
al_3003_primary,Aluminium 3003,Aluminium,primary,0.08,212.53,12.42,0.72,0.05,822,0.55
al_3003_primary,Aluminium 3003,Aluminium,primary,0.1,184.85,9.28,0.72,0.07,949,0.23
al_3003_primary,Aluminium 3003,Aluminium,primary,0.06,183.23,9.43,0.77,0.05,939,0.58
al_3003_primary,Aluminium 3003,Aluminium,primary,0.12,218.33,12.63,0.76,0.09,262,0.22
al_3003_primary,Aluminium 3003,Aluminium,primary,0.13,201.33,10.81,0.72,0.1,389,0.54
al_3003_primary,Aluminium 3003,Aluminium,primary,0.12,209.18,11.75,0.79,0.09,984,0.44
al_3003_primary,Aluminium 3003,Aluminium,primary,0.11,186.25,9.65,0.75,0.08,253,0.45
al_3003_primary,Aluminium 3003,Aluminium,primary,0.1,191.43,10.48,0.77,0.08,716,0.31
al_3003_primary,Aluminium 3003,Aluminium,primary,0.13,202.5,12.04,0.74,0.1,297,0.41
al_3003_primary,Aluminium 3003,Aluminium,primary,0.05,208.26,10.86,0.73,0.03,784,0.16
al_3003_primary,Aluminium 3003,Aluminium,primary,0.02,185.49,9.7,0.71,0.02,893,0.23
al_3003_primary,Aluminium 3003,Aluminium,primary,0.14,209.2,11.57,0.78,0.11,589,0.17
al_3003_primary,Aluminium 3003,Aluminium,primary,0.13,183.48,10.36,0.73,0.1,415,0.58
al_3003_primary,Aluminium 3003,Aluminium,primary,0.15,199.41,11.4,0.75,0.11,581,0.59
al_3003_recycled,Aluminium 3003,Aluminium,recycled,0.96,13.89,0.8,0.87,0.84,620,0.28
al_3003_recycled,Aluminium 3003,Aluminium,recycled,0.97,18.42,1.02,0.87,0.84,507,0.16
al_3003_recycled,Aluminium 3003,Aluminium,recycled,0.89,11.7,0.62,0.92,0.82,487,0.41
al_3003_recycled,Aluminium 3003,Aluminium,recycled,0.98,13.07,0.7,0.91,0.89,664,0.16
